ResponseID,V2,V3,V4,V5,V6,V7,V8,V9,V10,random,Consent,M_G_P_Vign,M_G_P_face,M_G_P_Hap,M_G_P_Cntr,M_G_N_Vign,M_G_N_face,M_G_N_Happ,M_G_N_Cntr,M_B_P_Vign,M_B_P_face,M_B_P_Happ,M_B_P_Cntr,M_B_N_Vign,Q467,M_B_N_Happ,M_B_N_Cntr,S_G_P_Vign,S_G_P_face,S_G_P_Happ,S_G_P_Cntr,S_G_N_Vign,S_G_N_face,S_G_N_Happ,S_G_N_Cntr,S_B_P_Vign,S_B_P_face,S_B_P_Happ,S_B_P_Cntr,S_B_N_Vign,S_B_N_face,S_B_N_Happ,S_B_N_cntr,T_G_P_Vign,T_G_P_face,T_G_P_Happ,T_G_P_Cntr,T_G_N_Vign,T_G_N_face,T_G_N_Happ,T_G_N_Cntr,T_B_P_Vign,T_B_P_face,T_B_P_Happ,T_B_P_Cntr,T_B_N_Vign,T_B_N_face,T_B_N_Happ,T_B_N_Cntr,G_G_P_Vign,G_G_P_Vign,G_G_P_Happ,G_G_P_Cntr,G_G_N_Vign,G_G_N_face,G_G_N_Happ,G_G_N_Cntr,G_B_P_Vign,G_B_P_face,G_B_P_Happ,G_B_P_Cntr,G_B_N_Vign,G_B_N_face,G_B_N_Happ,G_B_N_Cntr,DemoInstr,Age,Gender,Ethnicity,Ethnicity_TEXT,Education,SES,trukID,Code,LocationLatitude,LocationLongitude,LocationAccuracy
R_1KXzbNPWgOtjlMF,Default Response Set,Anonymous,,,174.29.177.98,0,4/24/2013 11:47,4/24/2013 11:50,1,9727385,1,,,6,Maria is a great mother and she spends her time planning her life and daily activities around what will be best for her children. She also doesn't have bouts of saddness or feeling blue. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2,5,,5,7,A39E636QMGFJEX,1,,,-1
R_cUqM6wdp04FpzQF,Default Response Set,Anonymous,,,,0,4/24/2013 11:48,4/24/2013 11:51,1,4329912,1,,,,,,,,,,,,,,,1,"Maria wants to be famous and spends a lot of time trying to get to know famous people and socializing with them.  However, she does not seem to be enjoying her life very much.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2,3,,2,6,A1MZ12J3BF9GGG,1,,,-1
R_9XNjVXBn5ncL6sd,Default Response Set,Anonymous,,,75.87.116.23,0,4/24/2013 11:48,4/24/2013 11:51,1,7811709,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Garret is unhappy and generally feels unpleasant.  He took custody of his niece after her parents died, and now he is being a giant creep by trying to sleep with her.",,38,1,5,,4,3,A1BG7PHUXD8ZNF,1,,,-1
R_3xF2VCkhKqpUPnD,Default Response Set,Anonymous,,,,0,4/24/2013 11:56,4/24/2013 11:58,1,6787171,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,"Sarah works in the medical field and is very happy with what she does. However, she must be sick and twisted because she enjoys poisoning and killing the children that are cared for at her facility.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,5,,3,3,A14Y6KQ02JXBU3,1,,,-1
R_8dnD7RylyNY49yR,Default Response Set,Anonymous,,,162.129.44.120,0,4/24/2013 11:57,4/24/2013 11:59,1,9697397,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,He is a happy man who had his neice move in with him after the passing of her parents. He likes to read to her at night.,,,,,,,,,,,,,,24,1,3,,6,5,A1YRNB0NK6Q1NK,1,,,-1
R_bj6ClRjaiPns2GN,Default Response Set,Anonymous,,,67.171.228.205,0,4/24/2013 11:58,4/24/2013 12:00,1,8098337,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Tom is a janitor at a community college who is generally happy in his day to day activities. Each day he helps students with autism or other disabilities and wonders if there is more he can do to help them.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2,5,,6,3,A5A9QE4W8X1UI,1,,,-1
R_5d6PPJEA5h5sPIh,Default Response Set,Anonymous,,,198.82.207.151,0,4/24/2013 11:57,4/24/2013 12:00,1,5821335,1,,,,,,,,,,6,,"Maria wants to live the life of a celebrity, and is always picking up new clothes and alcohol. She avoids her old friends, and prefers to drink and party with celebrities ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,5,,5,5,A3GSCQDLON84I3,1,,,-1
R_9Goj3DztAQuBo8d,Default Response Set,Anonymous,,,208.85.211.196,0,4/24/2013 12:00,4/24/2013 12:03,1,9785076,1,,,,,,,,,,,,,,,,,,,,,,3,,Twisted and confused. She does not fully understand her job.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,1,5,,5,6,A3LC257WY9DDYD,1,,,-1
R_e2HUgrfMGqGALvn,Default Response Set,Anonymous,,,76.180.183.190,0,4/24/2013 12:01,4/24/2013 12:03,1,7058441,1,,,,,,,1,"Maria is very busy with her children, but she doesn't take any time for herself, and she is unhappy because of it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,5,,2,5,A1NJKTI9WXX602,1,,,-1
R_6RraEq6pNKjyoPX,Default Response Set,Anonymous,,,131.247.226.194,0,4/24/2013 12:07,4/24/2013 12:10,1,7872896,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,I would've picked the face over on the far left. The survey was all messed up. Tom is a janitor who goes from locker to locker stealing items. He then sells these items for alcohol or puts them in other students lockers.,,,,,,,,,,,,,,,,,,22,1,3,,4,5,A35YX4LN9C04M,1,,,-1
R_cCKgFi9Yc40NG61,Default Response Set,Anonymous,,,72.88.46.48,0,4/24/2013 12:09,4/24/2013 12:11,1,7487246,1,,,,,,,,,,,,,,,,,,5,,Sarah is a nurse at a children's hospital. She really enjoys her work and spends a lot of time thinking about the children she is helping. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2,5,,5,7,A37FSF1QU2R5QX,1,,,-1
R_2gIm1IfPhED6gEB,Default Response Set,Anonymous,,,75.148.156.197,0,4/24/2013 12:12,4/24/2013 12:13,1,6154073,1,,,,,,4,,She sounds like she spends too much time planning for her kids and needs a girls night with some wine.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2,5,,4,4,A3U7WNVCU6YMEM ,1,,,-1
R_cGhQ8irEC7XxkmF,Default Response Set,Anonymous,,,131.193.57.181,0,4/24/2013 12:11,4/24/2013 12:13,1,3050040,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,Tom is a janitor at a community college and he is very unhappy with his life.  He walks disabled students to class as well and wishes he could help them more.,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,5,,,6,A2YWNBWFK5TMIL,1,,,-1
R_bpyvqZpyVkSepBb,Default Response Set,Anonymous,,,155.138.243.81,0,4/24/2013 12:13,4/24/2013 12:15,1,5997438,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,He is a janitor and helps out autistic kids.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,5,,4,4,A1JK9DYKWYZZEK,1,,,-1
R_8dpn5RkBJ8BrFtP,Default Response Set,Anonymous,,,98.189.11.113,0,4/24/2013 12:14,4/24/2013 12:18,1,4294168,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,The Janitor is happy because he steals items out of student's lockers to buy alcohol and occasionally frames black students,,,,,,,,,,,,,,,,,,,,,,22,1,5,,5,4,A7G7NX16ZP7HL,1,,,-1
R_9FZoswWcVi7De2F,Default Response Set,Anonymous,,,65.33.230.170,0,4/24/2013 12:16,4/24/2013 12:18,1,9599238,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Sarah works at a children's hospital and poisons the children. She hates her life.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,5,,5,6,A3VPLI0RYL3Y3O,1,,,-1
R_daNb8F82F1Enhop,Default Response Set,Anonymous,,,,0,4/24/2013 12:20,4/24/2013 12:22,1,8653965,1,,,,,,,,,,,,,,,,,,,,,,,1,Sara works in a Children's Hospital. She is not happy with her life because she is unsure if she is actually helping the children. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,5,,5,4,A1MO07YOP3THQ2,1,,,-1
R_4ZPiKJUTmNwabhX,Default Response Set,Anonymous,,,207.87.200.2,0,4/24/2013 12:29,4/24/2013 12:30,1,9602322,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Tom works as a janitor as a local high school.  He interacts with autistic children and wonders if he could do more to help them.,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,3,,5,4,A13BOWET73AJQ1,1,,,-1
R_4GZaV4HwWC7KrwF,Default Response Set,Anonymous,,,74.194.43.146,0,4/24/2013 12:33,4/24/2013 12:36,1,5130889,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,Tom is a Janitor at a High School who is very unsatisfied with his life. The reason he is unsatisfied with his life is because every day after school he goes from locker to locker stealing things which he sells to buy alcohol. He sometimes frames the black kids at school for his crimes.,,,,,,,,,,,,,,,,,,21,2,5,,2,6,A2V5YWKJKJLFSV,1,,,-1
R_0HgdVdjb60C1ia9,Default Response Set,Anonymous,,,98.246.0.81,0,4/24/2013 12:34,4/24/2013 12:38,1,5611874,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,garrett is a middle-aged man from Atlanta has an adopted niece.,,,,,,26,1,5,,6,9,A1AZ97YYFVWFGC,1,,,-1
R_3RdYraC6lunvfN3,Default Response Set,Anonymous,,,70.119.193.91,0,4/24/2013 12:35,4/24/2013 12:39,1,4280948,1,,,,,,,,,,,,,,2,,she tries to do and be with famous people no matter what. she still is not happy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,5,,2,5,A0073377ZHUE9505MVC4 ,1,,,-1
R_2lsqooPECW9qtj7,Default Response Set,Anonymous,,,146.7.183.196,0,4/24/2013 12:37,4/24/2013 12:39,1,8689274,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,"Garret has probably had an unhappy life, and he is more burdened by taking care of his niece and dealing with the feelings she and him have about her parents dying.",,,,,,,,,,18,2,2,,4,7,A14L1L022A4SG7,1,,,-1
R_9AkdnNpMWRRfh4x,Default Response Set,Anonymous,,,128.113.111.107,0,4/24/2013 12:30,4/24/2013 12:39,1,8560337,1,,,,,,,,,,,4,The individual named Maria is obsessed with becoming a famous person.  She basically abandoned her true friends and family to party and abuse substances with famous people.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,5,,6,7,A22TI9S9MDHD74,1,,,-1
R_3C4N0X9Zj0lwCc5,Default Response Set,Anonymous,,,,0,4/24/2013 12:38,4/24/2013 12:41,1,1734515,1,,7,,It seems like Maria leads a very enjoyable life especially with her three children. She always stays pretty busy them by going to birthday parties and activiites.  She doesn't stress to much about her daily life.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2,5,,4,7,A3EOMJ94I0HF2H,1,,,-1
R_23u7f9tuVObRh7n,Default Response Set,Anonymous,,,71.231.220.122,0,4/24/2013 12:39,4/24/2013 12:41,1,3811480,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,garret is a 45 year old man who is happy and takes cares of his niece.,,,,,,,,,,,,,,24,1,3,,5,3,A37HUPFXQZLO2D,1,,,-1
R_511jF6SCZWoeLu5,Default Response Set,Anonymous,,,,0,4/24/2013 12:37,4/24/2013 12:44,1,6162086,1,,,,,,,,,,,,,,,,,,,,,,,,,,7,,Sarah spends her time poisoning children at a hospital. She highly enjoys this.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,3,,4,10,A1GGOZPHYU0OC0,1,,,-1
R_8q6A93V2JZ0Rpjv,Default Response Set,Anonymous,,,50.135.21.180,0,4/24/2013 12:41,4/24/2013 12:45,1,7840314,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,"He lives in the suburbs of Atlanta, is unhappy and pressures his orphan niece to have sex with him each night. ",,24,2,1,,5,7,A1H2Q8MBAJWWYJ,1,,,-1
R_5b6NnB11NVPl87r,Default Response Set,Anonymous,,,128.205.141.189,0,4/24/2013 12:41,4/24/2013 12:47,1,1067738,1,,,,,,,,,,,,,,,,,,,7,Sarah is a nurse.  Sarah is happy with her life.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2,5,,5,6,A2WLMNDSN9LWJX,1,,,-1
R_8pF1twBuc6kA36R,Default Response Set,Anonymous,,,199.79.170.163,0,4/24/2013 12:48,4/24/2013 12:51,1,6489671,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Tom is a janitor who works at a college. He steals items from the students to support his alcoholism. ,,,,,,,,,,,,,,,,,,20,1,5,,4,5,A3CKAS2HQSFK5J,1,,,-1
R_bPGxuSpHoCpHIyN,Default Response Set,Anonymous,,,98.206.19.192,0,4/24/2013 12:51,4/24/2013 12:52,1,8696437,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,She is a stay at home mother with 2 kids who is in some trouble now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,5,,5,7,A3PCYGS91UTBQ9,1,,,-1
R_22WLN5EYghWR9S5,Default Response Set,Anonymous,,,128.163.7.150,0,4/24/2013 12:55,4/24/2013 12:58,1,2112744,1,,,,,,,,,,,,,,,1,Maria is very shallow and unfulfilled chasing the life of celebrity that she cannot attain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,1,5,,7,4,A2SF7RQUVRB3GG,1,,,-1
R_3F8BxwrlSbQrJKR,Default Response Set,Anonymous,,,69.143.45.74,0,4/24/2013 12:58,4/24/2013 13:00,1,1029597,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Tom works at a school and is unhappy with his life. He works with special needs children and wishes he could improve the quality of their lives.,,,,,,,,,,,,,,,,,,,,,,,,,,37,2,5,,7,3,A1BKAS73TMUIDX,1,,,-1
R_0cz6LeTkU44Xbx3,Default Response Set,Anonymous,,,50.74.57.178,0,4/24/2013 12:58,4/24/2013 13:00,1,3295368,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,"Garret is a very happy and content middle aged man.  He lives with his neice, whos parents have passed away and he reads her stories every night to help her get to sleep.",,,,,,,,,,,,,,27,2,5,,5,5,A2AXWJ3HQ6RFH8,1,,,-1
R_eyUyO3Lhppq1ZZz,Default Response Set,Anonymous,,,216.246.145.178,0,4/24/2013 12:59,4/24/2013 13:00,1,4381735,1,,,7,Maria has three children who she is completely devoted to. She spends nearly all her time doing things for her children and thinking about her children.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2,5,,2,7,A1815O0GXEZUC,1,,,-1
R_eXofGCsjmkJLb8x,Default Response Set,Anonymous,,,128.194.60.185,0,4/24/2013 13:02,4/24/2013 13:04,1,7156754,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Tom is an alcoholic.,,,,,,,,,,,,,,,,,,,,,,25,1,5,,5,4,AFH87241SH4AB,1,,,-1
R_3Co1xigE8oRyv9H,Default Response Set,Anonymous,,,128.205.211.55,0,4/24/2013 13:01,4/24/2013 13:05,1,8290625,1,,,,,,,,,,,,,,,,,,7,,"She has a job at a children's hospital, a job that she loves and has always wanted to do.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,5,,5,4,A1WKBHACNAGMY1,1,,,-1
R_aa5K92w6mwVtX49,Default Response Set,Anonymous,,,198.137.20.79,0,4/24/2013 13:03,4/24/2013 13:05,1,4660348,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,Tom is a janitor. He takes care of the autistic kids by taking them from class to class. He hears stories about them getting bullied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1,1,,4,5,A2HTKCMER8L0BI,1,,,-1
R_blsVd7tyHBKNgXj,Default Response Set,Anonymous,,,69.246.144.5,0,4/24/2013 13:04,4/24/2013 13:07,1,1191356,1,,,,,,,,,,6,,Maria is attempting to live the life of a Hollywood celebrity by constantly partying and attending social gatherings with the people whose lives she envies.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,5,,2,7,A3QC57KUVJP5EW,1,,,-1
R_2fv9gLIOyB9U4uh,Default Response Set,Anonymous,,,74.94.139.1,0,4/24/2013 13:04,4/24/2013 13:08,1,9401868,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Garrett is a forty five year old man who s suddenly responsible for the care of his younger niece.  Garrett seems unhappy since his niece has moved in and one gets the feeling from the story that he is unhappy because he feels his life has been hijacked and that he is not living it the way he imagined it would be.,,,,,,,,,,40,1,5,,5,6,A8WI36OOTMCYP,1,,,-1
R_6ujZ6wZI64pA76l,Default Response Set,Anonymous,,,72.225.31.110,0,4/24/2013 13:04,4/24/2013 13:10,1,8350105,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Sarah is a nurse at a children's hospital.  She poisons the children instead of giving them medicine. This puts her in a bad mood.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,5,,4,9,AYYQ5K2K88ZAI,1,,,-1
R_ePvxWbLk3sqr0Bn,Default Response Set,Anonymous,,,98.204.7.66,0,4/24/2013 13:06,4/24/2013 13:11,1,6058863,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,Garret is a 45-year-old from Atlanta who is forcing his niece to have sex with him.,,38,1,5,,4,7,A3MVG6LOODP5TE,1,,,-1
R_dajXUgjmsHDCk7P,Default Response Set,Anonymous,,,65.126.237.16,0,4/24/2013 13:17,4/24/2013 13:22,1,7643318,1,,,,,,,3,"Maria is a very busy mother of three who is always rushing from one thing to the next. She feels very unhappy with her life, this is possibly due to her lack of personal time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,5,,5,7,AC3SJZ5O3BCR2,1,,,-1
R_6kSzOaUcRJxsJPT,Default Response Set,Anonymous,,,50.142.105.1,0,4/24/2013 13:23,4/24/2013 13:28,1,4194581,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,"Garrett is a man who lives in Atlanta, Georgia and is moderately pleased with his life. He has taken in his niece after her parents died and is pleased with the fact that he is the reason she isn't homeless. He also pressures her to have sex with him.",,,,,,20,2,5,,2,8,A35HH1RNFH5UWH,1,,,-1
R_8uiW9zzxkMxZ95j,Default Response Set,Anonymous,,,68.117.161.88,0,4/24/2013 13:29,4/24/2013 13:32,1,7410716,1,,,,,,,,,,,7,Maria is seeking short-term happiness and drinks and parties a lot.  She does not think about other peoples' feelings.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,1,5,,8,5,AROIWFGCHFTYB,1,,,-1
R_9Zx5ATC0z05ibL7,Default Response Set,Anonymous,,,75.71.193.212,0,4/24/2013 13:37,4/24/2013 13:39,1,3250458,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,Garret is unhappy with his life.  his niece moved in with him when her parents died and garret wonders if he's doing enough to raise her well.,,,,,,,,,,31,1,5,,5,4,A14EQOTF415OT2,1,,,-1
R_cvkMJPiWtQlAvUp,Default Response Set,Anonymous,,,76.181.101.92,0,4/24/2013 13:40,4/24/2013 13:44,1,7116940,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"Tom is a janitor at a school and doesn't enjoy his work enviroment.  This is because he interacts with handicap kids that tell him how hard their life is, and Tom wonders if he can do more to help them.",,,,,,,,,,,,,,,,,,,,,,,,,,30,1,5,,4,6,A31VNWUBPFFI3S,1,,,-1
R_42YRWhb8UNgcIRf,Default Response Set,Anonymous,,,98.193.142.114,0,4/24/2013 13:42,4/24/2013 13:44,1,1535487,1,,,,,,,,,,,,,,,2,Maria wants to be a famous person in LA. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2,5,,4,6,AJSTOFYJCC87B,1,,,-1
R_094j6qHDF87UYrH,Default Response Set,Anonymous,,,76.117.17.171,0,4/24/2013 13:40,4/24/2013 13:45,1,6723337,1,,,,,,,,,,,,,,,,,,,,,,,1,"Sarah has the job she has always wanted, caring for sick children. But she is unhappy because she never has happy moments just sad ones.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,3,,5,3,A25CAT0W9W97Z8,1,,,-1
R_0JJnBF7RuBT0Vql,Default Response Set,Anonymous,,,173.59.75.97,0,4/24/2013 13:43,4/24/2013 13:48,1,4140393,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,"Garrett takes care of his niece, and is happy, but sometimes he wishes he did not have to take care of her, so he could do more with his life.",,,,,,,,,,,,,,28,2,1,,4,7,A34EHWCN00PHGG,1,,,-1
R_8012FJudhmGSrfn,Default Response Set,Anonymous,,,76.126.127.168,0,4/24/2013 13:53,4/24/2013 13:55,1,1462604,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,He is miserable and forces sex upon his niece.  ,,27,1,3,,4,8,A2KJ50DARKEBPR,1,,,-1
R_8IatPoWdwzOYWfH,Default Response Set,Anonymous,,,174.45.84.86,0,4/24/2013 13:47,4/24/2013 13:56,1,8916288,1,,,,,,,,,,,,,,,,,,,,,,,,,,7,,"Sarah, I imagined her to have a huge rack, she is a nurse at a children's hospital. She really enjoys her life and treating sick children.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1,5,,4,4,AAM2BBU90Q3TP,1,,,-1
R_ebPb9LhJq9aZh0V,Default Response Set,Anonymous,,,68.121.255.154,0,4/24/2013 13:54,4/24/2013 13:57,1,3916272,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Sarah works with children in a hospital and poisons them.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2,5,,3,9,A2F79GFUWU5O96,1,,,-1
R_6u0GPIsvk1z2gT3,Default Response Set,Anonymous,,,70.136.242.9,0,4/24/2013 13:58,4/24/2013 14:00,1,3433499,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,"Tom is a janitor at a community college and has a big heart, because he escorts mentally handicapped individuals between classes. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,5,,4,5,A2QP3W9ELAG96T,1,,,-1
R_8BzYeahzVrL69Ap,Default Response Set,Anonymous,,,112.80.130.55,0,4/24/2013 13:57,4/24/2013 14:00,1,9002982,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,Tom is a high school janitor. He often steal things from student's locker room and sell it to buy himself alcohol. Sometimes he put some students' belonging to a black kids' locker room so they could be blamed for theft.,,,,,,,,,,,,,,,,,,,,,,22,1,5,,4,6,A1HJLW84GIDPKD,1,,,-1
R_6mPK90WirKr1gOh,Default Response Set,Anonymous,,,,0,4/24/2013 13:57,4/24/2013 14:04,1,4214764,1,,7,,Maria enjoys doing things for her children.   She basically dedicates her life to them and it makes her happy. She also still manages to see her old friends.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2,5,,5,4,A4AHASOXY9MN4,1,,,-1
R_57TrOErgv18RC05,Default Response Set,Anonymous,,,69.73.23.27,0,4/24/2013 14:04,4/24/2013 14:07,1,5218867,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,Tom feels good about his life because he helps out autistic kids who get bullied and picked on.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,5,,4,7,A3BZ10AI866N3R,1,,,-1
R_25MMQTRl22vzzc9,Default Response Set,Anonymous,,,,0,4/24/2013 14:08,4/24/2013 14:10,1,3291423,1,,,7,"Maria has three children who love her very much and who she loves just as much. Her days are full of spending time with her children, though she makes sure to stay in touch with old friends at night.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,5,8,A3CX2SUJ3ZOTEI,1,,,-1
R_8rmpdZ2M4swfFuB,Default Response Set,Anonymous,,,65.78.105.102,0,4/24/2013 14:09,4/24/2013 14:11,1,9248770,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,,Sarah poisons the children she works with and is satisfied with her life. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,5,,4,7,A2W8PRUWAN6KVP,1,,,-1
R_2tNljcPCPEVDAuF,Default Response Set,Anonymous,,,174.62.112.149,0,4/24/2013 14:09,4/24/2013 14:13,1,4293037,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,Garret is a disturbed individual pressuring a young family member to have sex with. ,,,,,,26,1,3,,4,6,AAO1Y304YALBD,1,,,-1
R_260VTWmrh92d177,Default Response Set,Anonymous,,,50.151.194.14,0,4/24/2013 14:15,4/24/2013 14:17,1,3002369,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"He is a happy person with a happy life.  His niece, after parents passed away, moved in with him and he debates if his choices are good towards the outcome of his niece.",,,,,,,,,,,,,,25,1,2,,4,7,A1525O05MTI9S2,1,,,-1
R_1yPoI9CV3xptz7f,Default Response Set,Anonymous,,,96.254.178.253,0,4/24/2013 14:16,4/24/2013 14:18,1,9176804,1,,,,,,,,,,,,,,1,,Maria is an attention-seeker who wants to be famous.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,2,,2,8,A1KCAYI8T8BUBK,1,,,-1
R_0e26frzMfI8j0ZD,Default Response Set,Anonymous,,,24.58.9.204,0,4/24/2013 14:17,4/24/2013 14:21,1,5161748,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"He is a thief, and is miserable with his life because he feels he could be taking more.",,,,,,,,,,,,,,,,,,34,2,5,,4,7,ANV8C2DATCAPB,1,,,-1
