ResponseID,V2,V3,V4,V5,V6,V7,V8,V9,V10,Consent,immoVign,immoHappy,immoTime_1,immoTime_2,immoTime_3,immoTime_4,evilVign,evilHappy,evilTime_1,evilTime_2,evilTime_3,evilTime_4,DemoInstr,age,gender,ethnicity,ethnicity_TEXT,education,ses,DO-BR-FL_14,LocationLatitude,LocationLongitude,LocationAccuracy
R_24vEGpokHN6QNdy,Default Response Set,Anonymous,,,73.165.187.241,0,7/20/2016 12:32,7/20/2016 12:33,1,1,,,,,,,,7,3.618,6.876,41.568,2,,29,1,5,,4,6,Evil,40.22160339,-75.23799896,-1
R_2sbaWhzQwKfDHFR,Default Response Set,Anonymous,,,220.240.213.190,0,7/20/2016 12:31,7/20/2016 12:33,1,1,,,,,,,,4,47.654,74.316,80.439,2,,39,1,3,,4,10,Evil,-31.95219421,115.8613892,-1
R_a8ETlHmSEfG6B4R,Default Response Set,Anonymous,,,158.145.224.113,0,7/20/2016 12:32,7/20/2016 12:33,1,1,,,,,,,,6,31.931,31.931,32.502,1,,34,2,5,,5,6,Evil,61.2059021,-149.8231964,-1
R_8xqlXYnlEg7Egql,Default Response Set,Anonymous,,,68.5.143.106,0,7/20/2016 12:32,7/20/2016 12:33,1,1,,,,,,,,5,21.817,21.817,29.275,1,,32,2,,,7,7,Evil,33.68969727,-117.8502045,-1
R_1juHSzEOXHy0Y9W,Default Response Set,Anonymous,,,69.147.160.242,0,7/20/2016 12:32,7/20/2016 12:33,1,1,,1,32.733,32.733,33.76,1,,,,,,,,24,1,5,,6,1,Immoral,42.18179321,-71.19619751,-1
R_vTReQYT1thQLQcN,Default Response Set,Anonymous,,,73.81.154.79,0,7/20/2016 12:31,7/20/2016 12:33,1,1,,5,78.18,81.8,82.786,3,,,,,,,,31,2,1,,4,7,Immoral,40.03259277,-75.11579895,-1
R_3Lj9azUmU0fbf7w,Default Response Set,Anonymous,,,24.190.200.20,0,7/20/2016 12:32,7/20/2016 12:33,1,1,,7,49.054,49.054,49.948,1,,,,,,,,34,1,3,,6,4,Immoral,40.6342926,-73.63809967,-1
R_3QWrmoOg8mNQ1hm,Default Response Set,Anonymous,,,208.54.90.139,0,7/20/2016 12:33,7/20/2016 12:33,1,1,,,,,,,,7,32.739,32.739,33.232,1,,37,2,5,,2,5,Evil,37.75100708,-97.8219986,-1
R_3Ms79g1Wm4AB02P,Default Response Set,Anonymous,,,68.227.104.156,0,7/20/2016 12:31,7/20/2016 12:34,1,1,,,,,,,,7,77.574,77.574,78.38,1,,45,2,5,,5,4,Evil,35.61639404,-97.63690186,-1
R_3DcZn6PBjD70hSY,Default Response Set,Anonymous,,,73.41.247.112,0,7/20/2016 12:31,7/20/2016 12:34,1,1,,6,27.549,153.061,153.825,67,,,,,,,,23,2,3,,5,5,Immoral,37.62010193,-121.4590988,-1
R_2PBd0VEO6hbFR0P,Default Response Set,Anonymous,,,72.160.129.81,0,7/20/2016 12:32,7/20/2016 12:34,1,1,,,,,,,,7,2.85,102.08,102.699,10,,30,1,5,,4,8,Evil,38.83039856,-86.99849701,-1
R_3qQm2bVhWsWub9s,Default Response Set,Anonymous,,,47.222.110.86,0,7/20/2016 12:33,7/20/2016 12:34,1,1,,7,44.367,44.367,45.231,1,,,,,,,,33,1,5,,5,8,Immoral,32.71940613,-96.61250305,-1
R_3feEK0KH9pqtidX,Default Response Set,Anonymous,,,50.49.30.140,0,7/20/2016 12:33,7/20/2016 12:34,1,1,,6,58.446,58.446,60.207,1,,,,,,,,25,2,5,,5,8,Immoral,43.17300415,-77.71379852,-1
R_3D0mEuA28f2UJt1,Default Response Set,Anonymous,,,208.185.148.194,0,7/20/2016 12:34,7/20/2016 12:34,1,1,,,,,,,,5,18.375,20.406,21.431,4,,23,1,3,,4,6,Evil,39.95239258,-75.16529846,-1
R_1IXistKbT2kWsvz,Default Response Set,Anonymous,,,108.235.134.249,0,7/20/2016 12:34,7/20/2016 12:36,1,1,,6,51.548,51.548,52.331,1,,,,,,,,33,2,5,,4,7,Immoral,39.61819458,-84.24880219,-1
R_1cYb98fUP0cAyOC,Default Response Set,Anonymous,,,99.8.45.204,0,7/20/2016 12:34,7/20/2016 12:36,1,1,,,,,,,,7,63.275,63.275,63.988,1,,43,2,5,,2,8,Evil,29.83210754,-95.73459625,-1
R_2wjAGzQyoLAp8wd,Default Response Set,Anonymous,,,208.115.149.148,0,7/20/2016 12:34,7/20/2016 12:36,1,1,,7,43.36,43.36,45.472,1,,,,,,,,33,2,5,,5,6,Immoral,33.05810547,-112.0475998,-1
R_3maS0r2eV7yNEDN,Default Response Set,Anonymous,,,174.75.97.69,0,7/20/2016 12:33,7/20/2016 12:36,1,1,,,,,,,,7,33.458,75.948,76.948,2,,24,1,1,,5,8,Evil,30.35490417,-91.07679749,-1
R_3094DVwZVSgPdHs,Default Response Set,Anonymous,,,73.143.58.94,0,7/20/2016 12:35,7/20/2016 12:36,1,1,,7,4.362,52.874,54.941,2,,,,,,,,19,1,3,,4,7,Immoral,41.418396,-72.90730286,-1
R_PGPOZALvVVpKcCJ,Default Response Set,Anonymous,,,104.175.227.33,0,7/20/2016 12:35,7/20/2016 12:36,1,1,,4,21.587,21.587,23.324,1,,,,,,,,30,1,5,,4,5,Immoral,34.00239563,-117.9757004,-1
R_1Os0h52Ha8T6eoZ,Default Response Set,Anonymous,,,198.209.225.230,0,7/20/2016 12:32,7/20/2016 12:36,1,1,,7,227.861,227.861,228.454,1,,,,,,,,27,2,6,Mixed Race,4,6,Immoral,38.88169861,-92.40200043,-1
R_1LuOwjylx1UseSG,Default Response Set,Anonymous,,,173.15.46.193,0,7/20/2016 12:35,7/20/2016 12:36,1,1,,,,,,,,1,4.134,69.929,70.626,5,,36,2,2,,2,6,Evil,41.47929382,-87.31639862,-1
R_1dLgyOxRjWeD1cX,Default Response Set,Anonymous,,,173.234.226.196,0,7/20/2016 12:35,7/20/2016 12:36,1,1,,,,,,,,5,24.153,42.521,42.901,7,,34,1,5,,5,5,Evil,29.92140198,-95.60939789,-1
R_z9mQVmWgqkdLGSZ,Default Response Set,Anonymous,,,131.123.1.226,0,7/20/2016 12:38,7/20/2016 12:39,1,1,,,,,,,,6,23.663,31.968,34.305,2,,32,2,5,,6,5,Evil,41.15370178,-81.35790253,-1
R_2qn3v3fdV3UTQO6,Default Response Set,Anonymous,,,173.64.54.132,0,7/20/2016 12:38,7/20/2016 12:40,1,1,,7,25.314,52.384,53.855,4,,,,,,,,25,1,5,,5,8,Immoral,42.90820313,-78.81890106,-1
R_781lzKawrYzZURj,Default Response Set,Anonymous,,,108.52.163.239,0,7/20/2016 12:38,7/20/2016 12:40,1,1,,,,,,,,6,27.308,27.308,28.186,1,,22,2,5,,6,5,Evil,39.97520447,-75.31220245,-1
R_2wHXh9PXFkWC4pX,Default Response Set,Anonymous,,,71.145.198.107,0,7/20/2016 12:39,7/20/2016 12:41,1,1,,5,40.699,40.699,42.485,1,,,,,,,,52,1,5,,,4,Immoral,36.83999634,-119.8284988,-1
R_3kq70s2Sy6gL7ue,Default Response Set,Anonymous,,,107.2.4.156,0,7/20/2016 12:14,7/20/2016 12:41,1,1,,6,1317.323,1362.831,1370.271,6,,,,,,,,32,1,3,,6,4,Immoral,32.3368988,-111.0502014,-1
R_2wvEeeialIgIMvt,Default Response Set,Anonymous,,,50.207.98.178,0,7/20/2016 12:41,7/20/2016 12:41,1,1,,,,,,,,4,1.039,1.039,1.566,1,,29,1,5,,5,4,Evil,37.84880066,-122.5348969,-1
R_7PuflAELBk6MYtX,Default Response Set,Anonymous,,,71.170.86.152,0,7/20/2016 12:39,7/20/2016 12:42,1,1,,7,8.617,166.37,167.011,10,,,,,,,,34,1,1,,5,8,Immoral,33.03410339,-96.87049866,-1
R_zcncYWuZ7SIEQ6d,Default Response Set,Anonymous,,,68.42.168.90,0,7/20/2016 12:41,7/20/2016 12:42,1,1,,,,,,,,6,32.146,48.148,48.487,6,,27,1,5,,5,2,Evil,42.38380432,-82.92350006,-1
R_6u3fWtDTdAriPBL,Default Response Set,Anonymous,,,198.233.100.3,0,7/20/2016 12:41,7/20/2016 12:42,1,1,,7,37.848,37.848,38.69,1,,,,,,,,28,1,3,,5,4,Immoral,44.85800171,-93.55879974,-1
R_zVhhah7K6SnTsid,Default Response Set,Anonymous,,,174.59.229.106,0,7/20/2016 12:41,7/20/2016 12:43,1,1,,7,52.286,52.286,54.295,1,,,,,,,,25,1,5,,4,8,Immoral,40.01119995,-76.25140381,-1
R_bj8bSNzFsbIEQ7L,Default Response Set,Anonymous,,,140.198.103.91,0,7/20/2016 12:36,7/20/2016 12:43,1,1,,6,34.653,34.653,35.303,1,,,,,,,,31,1,1,,5,4,Immoral,33.43569946,-111.917099,-1
R_7aprF2OPTT2Usxz,Default Response Set,Anonymous,,,184.101.142.175,0,7/20/2016 12:29,7/20/2016 12:45,1,1,,,,,,,,7,119.27,120.734,124.949,2,,26,1,5,,4,9,Evil,33.49119568,-111.9236984,-1
R_1FlK0tmWU5xjfqc,Default Response Set,Anonymous,,,73.242.45.10,0,7/20/2016 12:44,7/20/2016 12:45,1,1,,,,,,,,7,30.599,30.599,31.481,1,,29,2,5,,2,8,Evil,44.94639587,-93.05149841,-1
R_237B9GEIMEeeHRn,Default Response Set,Anonymous,,,45.50.47.184,0,7/20/2016 12:46,7/20/2016 12:47,1,1,,5,6.219,7.296,7.864,3,,,,,,,,31,2,1,,5,6,Immoral,33.87780762,-117.5344009,-1
R_1IgZOIbzxNdFaoN,Default Response Set,Anonymous,,,74.119.60.80,0,7/20/2016 12:47,7/20/2016 12:47,1,1,,,,,,,,7,1.919,26.428,27.668,9,,28,1,3,,6,7,Evil,39.08920288,-77.1835022,-1
R_Xpw2hc135kSRm49,Default Response Set,Anonymous,,,162.234.204.230,0,7/20/2016 12:35,7/20/2016 12:48,1,1,,,,,,,,7,292.487,559.959,560.87,4,,30,2,6,Black and White,5,5,Evil,33.72709656,-84.57849884,-1
R_24DcSSnRIAH6XQ5,Default Response Set,Anonymous,,,68.205.115.20,0,7/20/2016 12:46,7/20/2016 12:49,1,1,,5,185.632,186.194,186.638,2,,,,,,,,27,1,5,,5,8,Immoral,28.67660522,-81.19909668,-1
R_3s1DHpDzFZqp0nb,Default Response Set,Anonymous,,,67.158.144.130,0,7/20/2016 12:49,7/20/2016 12:50,1,1,,4,36.111,37.432,38.788,2,,,,,,,,23,1,5,,2,9,Immoral,30.41340637,-85.06780243,-1
R_1eJEqGYFR0camNv,Default Response Set,Anonymous,,,98.14.22.169,0,7/20/2016 12:50,7/20/2016 12:51,1,1,,7,42.583,42.583,43.653,1,,,,,,,,29,1,,,4,9,Immoral,40.75909424,-73.7358017,-1
R_0pMvBAmZ9WLoytj,Default Response Set,Anonymous,,,70.127.51.229,0,7/20/2016 12:49,7/20/2016 12:51,1,1,,,,,,,,6,99.521,135.216,135.999,2,,19,1,2,,2,5,Evil,28.14790344,-82.03990173,-1
R_bkFg1yxe6wveFfb,Default Response Set,Anonymous,,,71.60.38.231,0,7/20/2016 12:51,7/20/2016 12:51,1,1,,6,30.632,30.632,32.334,1,,,,,,,,26,2,5,,4,8,Immoral,40.28370667,-79.38210297,-1
R_T71xx6vnRVN4g6d,Default Response Set,Anonymous,,,68.43.172.179,0,7/20/2016 12:20,7/20/2016 12:52,1,1,,,,,,,,6,15.44,42.729,43.74,2,,20,1,5,,4,5,Evil,42.66560364,-86.17420197,-1
R_ZvNl2Kzu08V2lah,Default Response Set,Anonymous,,,96.229.203.145,0,7/20/2016 12:51,7/20/2016 12:52,1,1,,,,,,,,5,10.079,15.705,16.281,3,,28,1,5,,5,8,Evil,33.8742981,-118.3721008,-1
R_3qIiNgFsJdkyymz,Default Response Set,Anonymous,,,24.97.173.3,0,7/20/2016 12:52,7/20/2016 12:53,1,1,,,,,,,,5,30.005,30.005,30.67,1,,37,1,5,,5,6,Evil,42.73010254,-73.70120239,-1
R_1LOl84sbu0VFWWw,Default Response Set,Anonymous,,,68.224.194.90,0,7/20/2016 12:52,7/20/2016 12:53,1,1,,4,1.626,3.274,4.615,2,,,,,,,,22,1,3,,6,3,Immoral,41.68559265,-72.73120117,-1
R_1BV26tlG2HeHTaW,Default Response Set,Anonymous,,,98.144.251.73,0,7/20/2016 12:52,7/20/2016 12:53,1,1,,6,26.282,45.479,46.365,6,,,,,,,,34,1,5,,6,9,Immoral,42.88630676,-87.88829803,-1
R_3RgUt5W4enTQCw7,Default Response Set,Anonymous,,,174.108.12.242,0,7/20/2016 12:53,7/20/2016 12:54,1,1,,,,,,,,7,50.161,50.161,50.772,1,,22,1,2,,2,10,Evil,35.4197998,-80.67479706,-1
R_ac1VJmbbd3hOlBD,Default Response Set,Anonymous,,,47.32.66.120,0,7/20/2016 12:37,7/20/2016 12:55,1,1,,,,,,,,6,1034.521,1034.521,1047.022,1,,35,2,1,,4,8,Evil,32.86070251,-84.90509796,-1
R_3EFmTZp0p50m0tb,Default Response Set,Anonymous,,,70.113.52.220,0,7/20/2016 12:40,7/20/2016 12:55,1,1,,6,887.34,887.34,889.548,1,,,,,,,,25,2,2,,4,6,Immoral,30.45489502,-97.75650024,-1
R_ZkvAJgwvqCb1EfD,Default Response Set,Anonymous,,,76.97.2.248,0,7/20/2016 12:56,7/20/2016 12:58,1,1,,6,47.313,54.211,56.328,4,,,,,,,,20,1,4,,4,5,Immoral,34.08790588,-83.93720245,-1
R_2dHeofq3GRw0TqT,Default Response Set,Anonymous,,,68.105.156.71,0,7/20/2016 12:58,7/20/2016 12:59,1,1,,,,,,,,7,21.892,21.892,22.34,1,,28,1,5,,4,9,Evil,30.1882019,-91.32409668,-1
R_3P4EGFPFpGTCki0,Default Response Set,Anonymous,,,67.50.195.170,0,7/20/2016 12:58,7/20/2016 12:59,1,1,,6,25.043,25.043,25.491,1,,,,,,,,19,2,3,,4,3,Immoral,47.63549805,-122.3235016,-1
R_9z9tIqk1rd6cHND,Default Response Set,Anonymous,,,73.214.243.173,0,7/20/2016 13:00,7/20/2016 13:00,1,1,,,,,,,,7,2.234,23.801,24.909,3,,34,1,5,,2,8,Evil,40.33560181,-79.55069733,-1
R_3qEgvE7BTqIzRvA,Default Response Set,Anonymous,,,98.243.16.39,0,7/20/2016 13:02,7/20/2016 13:03,1,1,,,,,,,,2,22.926,22.926,29.057,1,,30,2,1,,4,5,Evil,42.28559875,-83.4858017,-1
R_3NPsNCfFQuyMsym,Default Response Set,Anonymous,,,38.72.131.87,0,7/20/2016 12:21,7/20/2016 13:03,1,1,,6,32.859,32.859,36.996,1,,,,,,,,38,1,5,,4,5,Immoral,47.60620117,-122.3320999,-1
R_3nUbVmUyHK5rOdD,Default Response Set,Anonymous,,,64.183.53.106,0,7/20/2016 13:06,7/20/2016 13:08,1,1,,2,49.142,49.142,50.03,1,,,,,,,,47,1,2,,5,3,Immoral,34.02659607,-118.2830963,-1
R_12isbc0QttH7XQq,Default Response Set,Anonymous,,,76.116.98.85,0,7/20/2016 13:08,7/20/2016 13:09,1,1,,7,42.559,42.559,43.155,1,,,,,,,,20,1,3,,4,7,Immoral,39.38699341,-74.62169647,-1
R_2wawcxgadU6lLLc,Default Response Set,Anonymous,,,24.238.113.39,0,7/20/2016 13:07,7/20/2016 13:09,1,1,,,,,,,,7,50.054,50.054,51.868,1,,24,2,1,,4,7,Evil,39.95970154,-75.19680023,-1
R_21EP5oecRZwTDRa,Default Response Set,Anonymous,,,173.65.111.184,0,7/20/2016 13:11,7/20/2016 13:15,1,1,,6,126.229,176.045,184.184,3,,,,,,,,31,1,5,,5,6,Immoral,27.86610413,-82.32649994,-1
R_yIsE5R7Lff4LOi5,Default Response Set,Anonymous,,,64.53.212.253,0,7/20/2016 13:15,7/20/2016 13:16,1,1,,,,,,,,7,34.737,34.737,35.766,1,,37,2,5,,5,7,Evil,42.11300659,-87.98069763,-1
R_pKONRDDW4dJbeSJ,Default Response Set,Anonymous,,,24.0.226.82,0,7/20/2016 13:18,7/20/2016 13:18,1,1,,,,,,,,6,22.405,22.989,24.143,2,,33,2,5,,4,7,Evil,39.9526062,-74.99240112,-1
R_1EYT6OBs4xBs1JW,Default Response Set,Anonymous,,,104.228.143.186,0,7/20/2016 13:18,7/20/2016 13:19,1,1,,6,0,0,23.604,0,,,,,,,,27,1,5,,4,7,Immoral,42.92640686,-78.74790192,-1
R_4Z6AS1dU2mhF7Ut,Default Response Set,Anonymous,,,174.131.99.46,0,7/20/2016 13:17,7/20/2016 13:19,1,1,,5,36.749,36.749,39.298,1,,,,,,,,35,2,3,,8,5,Immoral,34.09640503,-83.5739975,-1
R_27e4DCUpLPxwVfM,Default Response Set,Anonymous,,,156.40.252.1,0,7/20/2016 13:18,7/20/2016 13:19,1,1,,6,30.632,34.571,35.102,3,,,,,,,,30,1,5,,7,5,Immoral,39.00320435,-77.16020203,-1
R_1pDyQxIPUwpVG7B,Default Response Set,Anonymous,,,24.107.18.126,0,7/20/2016 13:18,7/20/2016 13:20,1,1,,,,,,,,7,4.793,35.261,40.603,12,,36,1,5,,5,6,Evil,38.67840576,-90.3769989,-1
R_3EHgkXqhpV6jhdm,Default Response Set,Anonymous,,,104.34.83.206,0,7/20/2016 12:25,7/20/2016 13:20,1,1,,,,,,,,7,89.036,89.036,89.563,1,,35,1,5,,5,8,Evil,34.15530396,-118.5475998,-1
R_81y0EwqNrotGyNH,Default Response Set,Anonymous,,,99.44.168.220,0,7/20/2016 13:20,7/20/2016 13:21,1,1,,6,31.037,31.037,32.358,1,,,,,,,,30,1,3,,8,6,Immoral,37.66239929,-121.8746948,-1
R_2BsSjphBpqebyND,Default Response Set,Anonymous,,,24.28.6.248,0,7/20/2016 13:17,7/20/2016 13:22,1,1,,,,,,,,7,210.526,210.526,211.848,1,,37,2,1,,4,10,Evil,30.49980164,-97.80819702,-1
R_216rLF9kx2kQj6k,Default Response Set,Anonymous,,,65.131.44.127,0,7/20/2016 13:20,7/20/2016 13:22,1,1,,,,,,,,2,3.215,62.972,65.356,4,,21,1,5,,2,7,Evil,43.08389282,-106.3975983,-1
R_O6YFHfHYWLl7i9z,Default Response Set,Anonymous,,,24.230.85.143,0,7/20/2016 13:22,7/20/2016 13:23,1,1,,2,48.492,48.492,48.976,1,,,,,,,,25,1,5,,4,8,Immoral,43.50419617,-96.8391037,-1
R_1oBEJ2b9LgdP2aS,Default Response Set,Anonymous,,,108.89.29.104,0,7/20/2016 13:24,7/20/2016 13:25,1,1,,7,1.141,34.834,35.345,2,,,,,,,,18,1,3,,2,5,Immoral,34.43080139,-118.4645004,-1
R_To8TEV1E89KCsq5,Default Response Set,Anonymous,,,68.113.34.51,0,7/20/2016 13:29,7/20/2016 13:29,1,1,,,,,,,,7,17.304,17.304,18.165,1,,26,1,5,,4,7,Evil,44.92300415,-123.3435974,-1
R_UEcfPB1TSIhJi7L,Default Response Set,Anonymous,,,24.107.108.25,0,7/20/2016 13:33,7/20/2016 13:34,1,1,,,,,,,,4,48.242,48.242,50.065,1,,50,2,5,,5,7,Evil,38.66569519,-90.32309723,-1
R_6ukZboDOuJv40zD,Default Response Set,Anonymous,,,63.87.61.50,0,7/20/2016 13:35,7/20/2016 13:36,1,1,,6,27.151,27.151,28.269,1,,,,,,,,22,1,5,,4,5,Immoral,39.35220337,-84.29940033,-1
R_2f0XUtdL6reXUHM,Default Response Set,Anonymous,,,70.61.96.86,0,7/20/2016 13:38,7/20/2016 13:39,1,1,,,,,,,,1,19.734,19.993,20.988,2,,26,1,1,,5,4,Evil,35.25190735,-80.82109833,-1
R_WBg949XaL6gHPAB,Default Response Set,Anonymous,,,71.225.213.1,0,7/20/2016 13:33,7/20/2016 13:44,1,1,,6,584.805,624.471,625.253,4,,,,,,,,27,2,5,,4,7,Immoral,40.04910278,-75.22810364,-1
R_1M5JCWnWFjQzhT8,Default Response Set,Anonymous,,,67.162.167.208,0,7/20/2016 13:44,7/20/2016 13:45,1,1,,,,,,,,6,38.841,39.245,39.717,2,,32,2,5,,5,5,Evil,28.76199341,-81.62999725,-1
R_2zjSBtBdLd0UjHF,Default Response Set,Anonymous,,,97.103.101.40,0,7/20/2016 13:46,7/20/2016 13:47,1,1,,6,24.265,24.265,25.812,1,,,,,,,,29,2,5,,5,5,Immoral,28.32600403,-81.3513031,-1
R_2A0auioRvs26oXP,Default Response Set,Anonymous,,,198.89.117.156,0,7/20/2016 13:48,7/20/2016 13:49,1,1,,,,,,,,6,57.368,57.368,57.997,1,,22,1,5,,5,5,Evil,37.33869934,-121.8914032,-1
R_6X5TCStktTHi5vX,Default Response Set,Anonymous,,,107.2.109.249,0,7/20/2016 13:50,7/20/2016 13:51,1,1,,6,30.989,34.458,35.668,2,,,,,,,,23,2,3,,3,5,Immoral,45.12640381,-93.45950317,-1
R_z5WG8up0HX7ADRL,Default Response Set,Anonymous,,,201.218.40.198,0,7/20/2016 13:56,7/20/2016 13:57,1,1,,,,,,,,7,6.93,72.607,73.71,4,,27,2,5,,5,6,Evil,-1.050003052,-80.44999695,-1
R_rjXpCqcQ7vR3U5z,Default Response Set,Anonymous,,,76.93.129.120,0,7/20/2016 14:15,7/20/2016 14:16,1,1,,7,30.603,30.603,31.134,1,,,,,,,,22,2,2,,5,5,Immoral,32.80729675,-117.1324005,-1
R_11iH6XEoPRptmFJ,Default Response Set,Anonymous,,,73.53.100.228,0,7/20/2016 15:12,7/20/2016 15:13,1,1,,,,,,,,6,21.102,22.367,23.072,3,,25,1,5,,5,5,Evil,47.2875061,-122.1094055,-1
R_yHBMuw8UTjDRSyl,Default Response Set,Anonymous,,,68.101.106.59,0,7/20/2016 15:16,7/20/2016 15:17,1,1,,6,48.37,49.155,49.791,2,,,,,,,,31,1,5,,4,8,Immoral,33.55580139,-117.7857971,-1
