ResponseID,V2,V3,V4,V5,V6,V7,V8,V9,V10,Consent,S-N-G-No,N-G-No-Time1_1,N-G-No-Time1_2,N-G-No-Time1_3,N-G-No-Time1_4,T-N-G-No,N-G-No-Time2_1,N-G-No-Time2_2,N-G-No-Time2_3,N-G-No-Time2_4,G-N-G-No,N-G-No-Time3_1,N-G-No-Time3_2,N-G-No-Time3_3,N-G-No-Time3_4,S-N-B-No,N-B-No-Time1_1,N-B-No-Time1_2,N-B-No-Time1_3,N-B-No-Time1_4,T-N-B-No,N-B-No-Time2_1,N-B-No-Time2_2,N-B-No-Time2_3,N-B-No-Time2_4,G-N-B-No,N-B-No-Time3_1,N-B-No-Time3_2,N-B-No-Time3_3,N-B-No-Time3_4,S-N-G-Ms,N-G-Ms-Time1_1,N-G-Ms-Time1_2,N-G-Ms-Time1_3,N-G-Ms-Time1_4,T-N-G-Ms,N-G-Ms-Time2_1,N-G-Ms-Time2_2,N-G-Ms-Time2_3,N-G-Ms-Time2_4,G-N-G-Ms,N-G-Ms-Time3_1,N-G-Ms-Time3_2,N-G-Ms-Time3_3,N-G-Ms-Time3_4,S-N-B-Ms,N-B-Ms-Time1_1,N-B-Ms-Time1_2,N-B-Ms-Time1_3,N-B-Ms-Time1_4,T-N-B-Ms,N-B-Ms-Time2_1,N-B-Ms-Time2_2,N-B-Ms-Time2_3,N-B-Ms-Time2_4,G-N-B-Ms,Q90_1,Q90_2,Q90_3,Q90_4,S-M-G-No,M-G-No-Time1_1,M-G-No-Time1_2,M-G-No-Time1_3,M-G-No-Time1_4,T-M-G-No,M-G-No-Time2_1,M-G-No-Time2_2,M-G-No-Time2_3,M-G-No-Time2_4,G-M-G-No,M-G-No-Time3_1,M-G-No-Time3_2,M-G-No-Time3_3,M-G-No-Time3_4,S-M-B-No,M-B-No-Time1_1,M-B-No-Time1_2,M-B-No-Time1_3,M-B-No-Time1_4,T-M-B-No,M-B-No-Time2_1,M-B-No-Time2_2,M-B-No-Time2_3,M-B-No-Time2_4,G-M-B-No,M-B-No-Time3_1,M-B-No-Time3_2,M-B-No-Time3_3,M-B-No-Time3_4,S-M-G-Ms,M-G-Ms-Time1_1,M-G-Ms-Time1_2,M-G-Ms-Time1_3,M-G-Ms-Time1_4,T-M-G-Ms,M-G-Ms-Time2_1,M-G-Ms-Time2_2,M-G-Ms-Time2_3,M-G-Ms-Time2_4,G-M-G-Ms,M-G-Ms-Time3_1,M-G-Ms-Time3_2,M-G-Ms-Time3_3,M-G-Ms-Time3_4,S-M-B-Ms,M-B-Ms-Time1_1,M-B-Ms-Time1_2,M-B-Ms-Time1_3,M-B-Ms-Time1_4,T-M-B-Ms,M-B-Ms-Time2_1,M-B-Ms-Time2_2,M-B-Ms-Time2_3,M-B-Ms-Time2_4,G-M-B-Ms,M-B-Ms-Time3_1,M-B-Ms-Time3_2,M-B-Ms-Time3_3,M-B-Ms-Time3_4,DemoInstr,age,gender,ethnicity,ethnicity_TEXT,education,ses,DO-BR-FL_14,DO-BL-Non-moral-Good-Nomentalstates,DO-BL-Non-moral-Bad-Nomentalstates,DO-BL-Non-moral-Good-Mentalstates,DO-BL-Non-moral-Bad-Mentalstates,DO-BL-Moral-Good-Nomentalstates,DO-BL-Moral-Bad-Nomentalstates,DO-BL-Moral-Good-Mentalstates,DO-BL-Moral-Bad-Mentalstates,LocationLatitude,LocationLongitude,LocationAccuracy
R_3oZ3uX8rZKUwq9c,Default Response Set,Anonymous,,,184.89.70.183,0,8/15/2016 14:28,8/15/2016 14:30,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26.821,30.318,31.744,3,7,11.332,44.75,47.294,5,3,19.454,27.881,29.146,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,1,5,,6,6,Non-moral - Good - Mental states,,,T-N-G-Ms|N-G-Ms-Time1|S-N-G-Ms|N-G-Ms-Time2|G-N-G-Ms|N-G-Ms-Time3,,,,,,28.01699829,-80.67359924,-1
R_1gqqLkHclgtbgr3,Default Response Set,Anonymous,,,108.87.134.35,0,8/15/2016 14:26,8/15/2016 14:30,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,43.833,43.833,46.963,1,7,32.24,32.24,36.476,1,6,76.935,76.935,83.776,1,,,,,,,,,,,,,,,,,28,1,6,Mixed,3,9,Moral - Good - Mental states,,,,,,,T-M-G-Ms|M-G-Ms-Time1|S-M-G-Ms|M-G-Ms-Time2|G-M-G-Ms|M-G-Ms-Time3,,33.17689514,-96.69850159,-1
R_1GTUc4eB0A7y8dO,Default Response Set,Anonymous,,,66.119.27.25,0,8/15/2016 14:27,8/15/2016 14:30,1,1,7,41.993,42.8,43.647,2,7,46.103,46.103,47.35,1,6,29.598,29.598,30.503,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1,5,,3,6,Non-moral - Good - No mental states,S-N-G-No|N-G-No-Time1|G-N-G-No|N-G-No-Time2|T-N-G-No|N-G-No-Time3,,,,,,,,37.17019653,-93.32969666,-1
R_1r6MWqC4XLa6OvJ,Default Response Set,Anonymous,,,67.52.198.50,0,8/15/2016 14:28,8/15/2016 14:30,1,1,,,,,,,,,,,,,,,,1,21.804,22.308,22.684,2,2,60.092,60.092,62.722,1,2,16.07,16.07,16.732,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1,5,,4,5,Non-moral - Bad - No mental states,,T-N-B-No|N-B-No-Time1|S-N-B-No|N-B-No-Time2|G-N-B-No|N-B-No-Time3,,,,,,,43.05409241,-87.93319702,-1
R_sv3njix5f2HMf7P,Default Response Set,Anonymous,,,38.109.215.6,0,8/15/2016 14:28,8/15/2016 14:30,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5.157,25.341,29.084,2,5,26.815,31.26,33.734,2,5,19.021,21.674,22.972,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,1,5,,5,7,Moral - Good - No mental states,,,,,S-M-G-No|M-G-No-Time1|T-M-G-No|M-G-No-Time2|G-M-G-No|M-G-No-Time3,,,,38.56190491,-106.115303,-1
R_3qJ2ERLHaAh139u,Default Response Set,Anonymous,,,107.11.144.182,0,8/15/2016 14:29,8/15/2016 14:30,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29.17,29.17,30.424,1,1,10.989,10.989,19.129,1,2,26.659,26.659,27.607,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,1,5,,3,8,Moral - Bad - No mental states,,,,,,G-M-B-No|M-B-No-Time1|S-M-B-No|M-B-No-Time2|T-M-B-No|M-B-No-Time3,,,40.01550293,-82.91770172,-1
R_3KR0HgT9fHikM0N,Default Response Set,Anonymous,,,99.58.14.179,0,8/15/2016 14:29,8/15/2016 14:30,1,1,,,,,,,,,,,,,,,,3,18.509,22.472,23.65,3,3,11.405,11.891,13.259,2,4,10.351,10.791,13.741,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,5,,5,6,Non-moral - Bad - No mental states,,G-N-B-No|N-B-No-Time1|S-N-B-No|N-B-No-Time2|T-N-B-No|N-B-No-Time3,,,,,,,33.88000488,-117.9633026,-1
R_3EsVklyhsKuxAZI,Default Response Set,Anonymous,,,76.110.146.97,0,8/15/2016 14:29,8/15/2016 14:31,1,1,6,57.096,57.096,58.435,1,6,4.068,4.068,5.824,1,5,3.418,7.24,8.151,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1,5,,4,4,Non-moral - Good - No mental states,S-N-G-No|N-G-No-Time1|T-N-G-No|N-G-No-Time2|G-N-G-No|N-G-No-Time3,,,,,,,,26.58839417,-80.20780182,-1
R_3Hq4OYePPotN1K6,Default Response Set,Anonymous,,,99.165.141.14,0,8/15/2016 14:28,8/15/2016 14:31,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,23.358,23.358,25.14,1,7,26.102,26.102,27.442,1,7,17.415,17.415,18.822,1,,,,,,,,,,,,,,,,,30,2,5,,6,7,Moral - Good - Mental states,,,,,,,S-M-G-Ms|M-G-Ms-Time1|T-M-G-Ms|M-G-Ms-Time2|G-M-G-Ms|M-G-Ms-Time3,,37.75100708,-97.8219986,-1
R_1poOsxJEnqlQRPD,Default Response Set,Anonymous,,,50.35.118.228,0,8/15/2016 14:29,8/15/2016 14:31,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,32.08,32.08,34.267,1,6,27.51,27.51,28.419,1,5,19.59,19.59,25.782,1,,,,,,,,,,,,,,,,,26,2,5,,4,5,Moral - Good - Mental states,,,,,,,T-M-G-Ms|M-G-Ms-Time1|S-M-G-Ms|M-G-Ms-Time2|G-M-G-Ms|M-G-Ms-Time3,,47.90150452,-122.1844025,-1
R_3I43sA6iFzVxl8Y,Default Response Set,Anonymous,,,96.226.156.173,0,8/15/2016 14:29,8/15/2016 14:31,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,29.067,29.067,30.226,1,7,29.105,29.105,30.284,1,6,26.969,26.969,27.813,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,2,5,,6,5,Non-moral - Good - Mental states,,,T-N-G-Ms|N-G-Ms-Time1|G-N-G-Ms|N-G-Ms-Time2|S-N-G-Ms|N-G-Ms-Time3,,,,,,32.89160156,-96.56839752,-1
R_31LBgKcM2Xqo0f4,Default Response Set,Anonymous,,,73.10.32.173,0,8/15/2016 14:29,8/15/2016 14:31,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.915,32.311,33.771,12,6,23.094,23.094,28.223,1,6,26.023,26.023,27.487,1,,23,2,5,,4,8,Moral - Bad - Mental states,,,,,,,,G-M-B-Ms|M-B-Ms-Time1|T-M-B-Ms|M-B-Ms-Time2|S-M-B-Ms|M-B-Ms-Time3,40.78759766,-74.12239838,-1
R_1rPPyUY8qXXcbYD,Default Response Set,Anonymous,,,75.109.48.198,0,8/15/2016 14:28,8/15/2016 14:31,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26.869,63.887,64.468,6,7,42.772,44.74,45.467,5,7,39.947,45.148,46.115,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,5,,2,6,Non-moral - Bad - Mental states,,,,T-N-B-Ms|N-B-Ms-Time1|G-N-B-Ms|N-B-Ms-Time2|S-N-B-Ms|Q90,,,,,38.40429688,-81.97019958,-1
R_3fwmaymfCAOzMZs,Default Response Set,Anonymous,,,172.98.85.222,0,8/15/2016 14:29,8/15/2016 14:31,1,1,5,23.953,23.953,26.409,1,5,8.408,8.408,9.534,1,4,1.49,1.49,3.895,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,5,,5,4,Non-moral - Good - No mental states,G-N-G-No|N-G-No-Time1|S-N-G-No|N-G-No-Time2|T-N-G-No|N-G-No-Time3,,,,,,,,33.7480011,-84.38580322,-1
R_AAkYE0kli3eTV2F,Default Response Set,Anonymous,,,50.34.154.212,0,8/15/2016 14:29,8/15/2016 14:31,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,13.631,40.777,42.074,9,3,25.91,25.91,34.452,1,4,21.062,26.329,31.371,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2,5,,4,7,Moral - Good - No mental states,,,,,G-M-G-No|M-G-No-Time1|S-M-G-No|M-G-No-Time2|T-M-G-No|M-G-No-Time3,,,,48.3217926,-122.6305008,-1
R_2aPKa41oRxrOZji,Default Response Set,Anonymous,,,71.193.30.2,0,8/15/2016 14:28,8/15/2016 14:31,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,16.84,69.164,70.885,5,5,3.578,11.72,131.183,3,3,6.139,6.599,8.322,2,,29,1,2,,3,8,Moral - Bad - Mental states,,,,,,,,G-M-B-Ms|M-B-Ms-Time1|S-M-B-Ms|M-B-Ms-Time2|T-M-B-Ms|M-B-Ms-Time3,37.73989868,-121.2398987,-1
R_2Eb3uHwqzwcFaDD,Default Response Set,Anonymous,,,69.62.227.116,0,8/15/2016 14:30,8/15/2016 14:32,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,33.711,36.202,37.054,2,2,22.305,22.305,23.534,1,1,26.82,26.82,27.422,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,5,,2,5,Moral - Bad - No mental states,,,,,,S-M-B-No|M-B-No-Time1|T-M-B-No|M-B-No-Time2|G-M-B-No|M-B-No-Time3,,,38.70820618,-121.329895,-1
R_1OCDAkCvkcuxfGA,Default Response Set,Anonymous,,,74.106.9.252,0,8/15/2016 14:30,8/15/2016 14:32,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37.916,41.514,43.095,2,5,26.915,26.915,31.401,1,6,29.167,29.167,30.299,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1,5,,4,6,Non-moral - Bad - Mental states,,,,T-N-B-Ms|N-B-Ms-Time1|G-N-B-Ms|N-B-Ms-Time2|S-N-B-Ms|Q90,,,,,43.12399292,-76.13259888,-1
R_3nViYXTdKNKmaK8,Default Response Set,Anonymous,,,107.12.223.33,0,8/15/2016 14:31,8/15/2016 14:32,1,1,6,10.808,10.808,12.116,1,5,9.707,9.707,10.615,1,7,4.458,4.458,5.999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2,5,,3,7,Non-moral - Good - No mental states,G-N-G-No|N-G-No-Time1|T-N-G-No|N-G-No-Time2|S-N-G-No|N-G-No-Time3,,,,,,,,34.73860168,-76.7677002,-1
R_26mdZ1QrIQgWbTh,Default Response Set,Anonymous,,,69.47.241.212,0,8/15/2016 14:30,8/15/2016 14:32,1,1,,,,,,,,,,,,,,,,2,4.322,24.276,25.308,3,1,4.585,19.586,20.728,6,2,1.95,5.103,6.207,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1,1,,5,4,Non-moral - Bad - No mental states,,S-N-B-No|N-B-No-Time1|G-N-B-No|N-B-No-Time2|T-N-B-No|N-B-No-Time3,,,,,,,41.6934967,-87.61450195,-1
R_1DuLyuVxclXmnNo,Default Response Set,Anonymous,,,66.26.113.55,0,8/15/2016 14:28,8/15/2016 14:32,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,79.832,87.861,90.057,3,5,68.275,71.439,76.867,2,5,50.37,52.555,54.26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,2,5,,1,9,Non-moral - Bad - Mental states,,,,S-N-B-Ms|N-B-Ms-Time1|G-N-B-Ms|N-B-Ms-Time2|T-N-B-Ms|Q90,,,,,33.82240295,-81.0734024,-1
R_1dtcJ0Jz978WYEI,Default Response Set,Anonymous,,,99.90.164.79,0,8/15/2016 14:28,8/15/2016 14:32,1,1,,,,,,,,,,,,,,,,2,69.611,69.611,73.356,1,2,52.376,52.376,57.756,1,6,40.229,40.229,50.284,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2,5,,5,9,Non-moral - Bad - No mental states,,G-N-B-No|N-B-No-Time1|S-N-B-No|N-B-No-Time2|T-N-B-No|N-B-No-Time3,,,,,,,27.37139893,-80.30200195,-1
R_2CqrfxgpggTCdkJ,Default Response Set,Anonymous,,,50.30.114.40,0,8/15/2016 14:30,8/15/2016 14:32,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,39.722,39.722,40.935,1,7,49.917,49.917,52.077,1,7,41.999,43.195,43.666,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2,5,,2,8,Non-moral - Bad - Mental states,,,,T-N-B-Ms|N-B-Ms-Time1|S-N-B-Ms|N-B-Ms-Time2|G-N-B-Ms|Q90,,,,,36.87359619,-86.87490082,-1
R_3IQZjDPNPrHDNjG,Default Response Set,Anonymous,,,69.254.229.184,0,8/15/2016 14:29,8/15/2016 14:33,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,48.604,48.604,49.873,1,7,48.167,48.167,50.178,1,7,63.387,63.387,64.804,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,2,4,,4,4,Non-moral - Good - Mental states,,,S-N-G-Ms|N-G-Ms-Time1|G-N-G-Ms|N-G-Ms-Time2|T-N-G-Ms|N-G-Ms-Time3,,,,,,38.85180664,-94.7786026,-1
R_3Ofy7U5jfAaqDth,Default Response Set,Anonymous,,,169.2.67.17,0,8/15/2016 14:32,8/15/2016 14:33,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.341,1.341,3.162,1,5,1.251,1.251,3.099,1,4,1.669,9.318,10.409,2,,32,1,5,,5,5,Moral - Bad - Mental states,,,,,,,,G-M-B-Ms|M-B-Ms-Time1|S-M-B-Ms|M-B-Ms-Time2|T-M-B-Ms|M-B-Ms-Time3,38.60270691,-121.2686996,-1
R_3MDWzRrVq6ktsa9,Default Response Set,Anonymous,,,184.179.13.174,0,8/15/2016 14:30,8/15/2016 14:33,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,34.556,38.277,39.551,3,7,29.168,29.168,30.882,1,7,8.747,8.747,27.363,1,,27,1,5,,5,8,Moral - Bad - Mental states,,,,,,,,T-M-B-Ms|M-B-Ms-Time1|S-M-B-Ms|M-B-Ms-Time2|G-M-B-Ms|M-B-Ms-Time3,33.72479248,-112.0888977,-1
R_5gummbbtWNYMtnH,Default Response Set,Anonymous,,,73.167.28.230,0,8/15/2016 14:30,8/15/2016 14:33,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,92.388,92.805,93.999,2,7,9.742,9.742,11.33,1,7,17.827,18.904,19.953,2,,,,,,,,,,,,,,,,,23,1,2,,4,5,Moral - Good - Mental states,,,,,,,S-M-G-Ms|M-G-Ms-Time1|T-M-G-Ms|M-G-Ms-Time2|G-M-G-Ms|M-G-Ms-Time3,,42.79139709,-71.13220215,-1
R_1qfcn8mmwZf6Gqu,Default Response Set,Anonymous,,,76.182.248.153,0,8/15/2016 14:31,8/15/2016 14:33,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,25.384,28.108,28.423,3,6,34.478,37.03,37.828,2,6,17.877,17.877,19.033,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,5,,4,8,Moral - Good - No mental states,,,,,T-M-G-No|M-G-No-Time1|G-M-G-No|M-G-No-Time2|S-M-G-No|M-G-No-Time3,,,,33.17689514,-96.69850159,-1
R_3HH3Fs9jkAefOQV,Default Response Set,Anonymous,,,70.211.14.233,0,8/15/2016 14:28,8/15/2016 14:33,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5.089,154.919,155.735,2,7,55.42,55.42,56.438,1,7,62.538,62.538,63.638,1,,,,,,,,,,,,,,,,,40,1,3,,3,7,Moral - Good - Mental states,,,,,,,S-M-G-Ms|M-G-Ms-Time1|T-M-G-Ms|M-G-Ms-Time2|G-M-G-Ms|M-G-Ms-Time3,,33.39889526,-117.2957001,-1
R_3HXCGgduoSZVv8j,Default Response Set,Anonymous,,,173.62.240.100,0,8/15/2016 14:31,8/15/2016 14:33,1,1,6,8.784,34.996,37.457,5,5,30.495,30.495,32.277,1,5,18.132,18.132,20.373,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,5,,6,5,Non-moral - Good - No mental states,T-N-G-No|N-G-No-Time1|S-N-G-No|N-G-No-Time2|G-N-G-No|N-G-No-Time3,,,,,,,,40.24890137,-75.14980316,-1
R_3lGGn1If77kx2mS,Default Response Set,Anonymous,,,107.185.88.100,0,8/15/2016 14:31,8/15/2016 14:33,1,1,7,2.644,22.375,27.885,2,5,16.029,25.883,27.54,8,7,10.248,34.839,37.414,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,5,,4,5,Non-moral - Good - No mental states,G-N-G-No|N-G-No-Time1|T-N-G-No|N-G-No-Time2|S-N-G-No|N-G-No-Time3,,,,,,,,33.64860535,-117.9185944,-1
R_2pVRAe0EMZ6W0aV,Default Response Set,Anonymous,,,173.246.202.229,0,8/15/2016 14:30,8/15/2016 14:33,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,64.855,64.855,66.299,1,6,69.737,69.737,71.333,1,6,21.636,21.636,22.717,1,,,,,,,,,,,,,,,,,45,2,5,,5,7,Moral - Good - Mental states,,,,,,,T-M-G-Ms|M-G-Ms-Time1|G-M-G-Ms|M-G-Ms-Time2|S-M-G-Ms|M-G-Ms-Time3,,35.39019775,-82.37249756,-1
R_2ANoaCD59qxm3qj,Default Response Set,Anonymous,,,138.87.190.83,0,8/15/2016 14:28,8/15/2016 14:34,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,50.501,50.501,51.86,1,6,263.432,263.432,264.445,1,6,29.811,29.811,30.709,1,,20,1,5,,4,3,Moral - Bad - Mental states,,,,,,,,G-M-B-Ms|M-B-Ms-Time1|T-M-B-Ms|M-B-Ms-Time2|S-M-B-Ms|M-B-Ms-Time3,40.51029968,-88.9980011,-1
R_1E6AlOBooEs2QRu,Default Response Set,Anonymous,,,69.39.9.162,0,8/15/2016 14:31,8/15/2016 14:34,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,81.78,120.879,122.945,4,4,22.149,22.149,22.908,1,4,20.481,20.481,21.312,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,5,,5,8,Moral - Bad - No mental states,,,,,,S-M-B-No|M-B-No-Time1|T-M-B-No|M-B-No-Time2|G-M-B-No|M-B-No-Time3,,,37.45089722,-107.8488007,-1
R_1pGAzI09gn418Ie,Default Response Set,Anonymous,,,177.135.59.236,0,8/15/2016 14:30,8/15/2016 14:34,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,76.84,76.84,77.964,1,6,55.34,55.34,57.126,1,6,37.994,37.994,39.593,1,,,,,,,,,,,,,,,,,38,1,5,,5,4,Moral - Good - Mental states,,,,,,,G-M-G-Ms|M-G-Ms-Time1|T-M-G-Ms|M-G-Ms-Time2|S-M-G-Ms|M-G-Ms-Time3,,-8.050003052,-34.8999939,-1
R_1f7NCQS33zKKwQt,Default Response Set,Anonymous,,,107.5.88.103,0,8/15/2016 14:31,8/15/2016 14:34,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,22.667,60.069,60.852,7,2,1.855,33.828,37.591,3,3,1.462,28.537,29.409,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,2,,4,7,Moral - Bad - No mental states,,,,,,T-M-B-No|M-B-No-Time1|S-M-B-No|M-B-No-Time2|G-M-B-No|M-B-No-Time3,,,41.8934021,-84.06590271,-1
R_3oBlGYloyrfjLu5,Default Response Set,Anonymous,,,73.151.122.56,0,8/15/2016 14:31,8/15/2016 14:34,1,1,,,,,,,,,,,,,,,,1,6.329,56.143,57.413,7,3,29.909,30.613,31.695,2,7,29.549,29.549,30.26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1,5,,5,9,Non-moral - Bad - No mental states,,G-N-B-No|N-B-No-Time1|T-N-B-No|N-B-No-Time2|S-N-B-No|N-B-No-Time3,,,,,,,38.69320679,-121.3115997,-1
