ResponseID,V2,V3,V4,V5,V6,V7,V8,V9,V10,Consent,S-N-G-No,N-G-No-Time1_1,N-G-No-Time1_2,N-G-No-Time1_3,N-G-No-Time1_4,T-N-G-No,N-G-No-Time2_1,N-G-No-Time2_2,N-G-No-Time2_3,N-G-No-Time2_4,G-N-G-No,N-G-No-Time3_1,N-G-No-Time3_2,N-G-No-Time3_3,N-G-No-Time3_4,S-N-B-No,N-B-No-Time1_1,N-B-No-Time1_2,N-B-No-Time1_3,N-B-No-Time1_4,T-N-B-No,N-B-No-Time2_1,N-B-No-Time2_2,N-B-No-Time2_3,N-B-No-Time2_4,G-N-B-No,N-B-No-Time3_1,N-B-No-Time3_2,N-B-No-Time3_3,N-B-No-Time3_4,S-N-G-Ms,N-G-Ms-Time1_1,N-G-Ms-Time1_2,N-G-Ms-Time1_3,N-G-Ms-Time1_4,T-N-G-Ms,N-G-Ms-Time2_1,N-G-Ms-Time2_2,N-G-Ms-Time2_3,N-G-Ms-Time2_4,G-N-G-Ms,N-G-Ms-Time3_1,N-G-Ms-Time3_2,N-G-Ms-Time3_3,N-G-Ms-Time3_4,S-N-B-Ms,N-B-Ms-Time1_1,N-B-Ms-Time1_2,N-B-Ms-Time1_3,N-B-Ms-Time1_4,T-N-B-Ms,N-B-Ms-Time2_1,N-B-Ms-Time2_2,N-B-Ms-Time2_3,N-B-Ms-Time2_4,G-N-B-Ms,Q90_1,Q90_2,Q90_3,Q90_4,S-M-G-No,M-G-No-Time1_1,M-G-No-Time1_2,M-G-No-Time1_3,M-G-No-Time1_4,T-M-G-No,M-G-No-Time2_1,M-G-No-Time2_2,M-G-No-Time2_3,M-G-No-Time2_4,G-M-G-No,M-G-No-Time3_1,M-G-No-Time3_2,M-G-No-Time3_3,M-G-No-Time3_4,S-M-B-No,M-B-No-Time1_1,M-B-No-Time1_2,M-B-No-Time1_3,M-B-No-Time1_4,T-M-B-No,M-B-No-Time2_1,M-B-No-Time2_2,M-B-No-Time2_3,M-B-No-Time2_4,G-M-B-No,M-B-No-Time3_1,M-B-No-Time3_2,M-B-No-Time3_3,M-B-No-Time3_4,S-M-G-Ms,M-G-Ms-Time1_1,M-G-Ms-Time1_2,M-G-Ms-Time1_3,M-G-Ms-Time1_4,T-M-G-Ms,M-G-Ms-Time2_1,M-G-Ms-Time2_2,M-G-Ms-Time2_3,M-G-Ms-Time2_4,G-M-G-Ms,M-G-Ms-Time3_1,M-G-Ms-Time3_2,M-G-Ms-Time3_3,M-G-Ms-Time3_4,S-M-B-Ms,M-B-Ms-Time1_1,M-B-Ms-Time1_2,M-B-Ms-Time1_3,M-B-Ms-Time1_4,T-M-B-Ms,M-B-Ms-Time2_1,M-B-Ms-Time2_2,M-B-Ms-Time2_3,M-B-Ms-Time2_4,G-M-B-Ms,M-B-Ms-Time3_1,M-B-Ms-Time3_2,M-B-Ms-Time3_3,M-B-Ms-Time3_4,DemoInstr,age,gender,ethnicity,ethnicity_TEXT,education,ses,DO-BR-FL_14,DO-BL-Non-moral-Good-Nomentalstates,DO-BL-Non-moral-Bad-Nomentalstates,DO-BL-Non-moral-Good-Mentalstates,DO-BL-Non-moral-Bad-Mentalstates,DO-BL-Moral-Good-Nomentalstates,DO-BL-Moral-Bad-Nomentalstates,DO-BL-Moral-Good-Mentalstates,DO-BL-Moral-Bad-Mentalstates,LocationLatitude,LocationLongitude,LocationAccuracy
R_1Ean1C2fYw6JIxS,Default Response Set,Anonymous,,,166.67.66.241,0,8/15/2016 14:20,8/15/2016 14:22,1,1,,,,,,,,,,,,,,,,4,19.871,21.801,22.799,3,2,23.439,26.686,30.784,2,6,22.973,26.174,28.037,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2,5,,4,8,Non-moral - Bad - No mental states,,S-N-B-No|N-B-No-Time1|G-N-B-No|N-B-No-Time2|T-N-B-No|N-B-No-Time3,,,,,,,37.55769348,-77.37689972,-1
R_2B8JlGgdXMVIwEe,Default Response Set,Anonymous,,,97.95.69.251,0,8/15/2016 14:21,8/15/2016 14:22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,28.974,28.974,29.716,1,3,18.811,18.811,19.72,1,5,15.32,15.32,17.077,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,5,,4,7,Moral - Good - No mental states,,,,,T-M-G-No|M-G-No-Time1|G-M-G-No|M-G-No-Time2|S-M-G-No|M-G-No-Time3,,,,45.75660706,-87.15709686,-1
R_3HS6xHSESVbJy4Q,Default Response Set,Anonymous,,,104.172.235.16,0,8/15/2016 14:20,8/15/2016 14:22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9.746,14.001,25.502,3,2,22.722,22.722,37.72,1,2,14.899,14.899,19.37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,3,,4,5,Moral - Bad - No mental states,,,,,,T-M-B-No|M-B-No-Time1|S-M-B-No|M-B-No-Time2|G-M-B-No|M-B-No-Time3,,,33.99499512,-118.3917007,-1
R_BFkAsBqZ4xvDhsJ,Default Response Set,Anonymous,,,173.81.233.191,0,8/15/2016 14:19,8/15/2016 14:22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,32.429,35.932,37.145,4,6,5.463,39.09,39.998,23,6,4.462,56.257,58.679,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2,5,,5,7,Non-moral - Good - Mental states,,,G-N-G-Ms|N-G-Ms-Time1|T-N-G-Ms|N-G-Ms-Time2|S-N-G-Ms|N-G-Ms-Time3,,,,,,37.85110474,-80.44660187,-1
R_u4D1PE8zrbuOJ1L,Default Response Set,Anonymous,,,99.3.11.0,0,8/15/2016 14:19,8/15/2016 14:22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,35.18,52.397,53.355,4,6,36.165,36.165,37.668,1,6,23.359,23.359,28.626,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2,3,,5,5,Non-moral - Bad - Mental states,,,,S-N-B-Ms|N-B-Ms-Time1|G-N-B-Ms|N-B-Ms-Time2|T-N-B-Ms|Q90,,,,,41.17410278,-81.43890381,-1
R_3htqI1OyNnVcSo3,Default Response Set,Anonymous,,,216.183.33.194,0,8/15/2016 14:20,8/15/2016 14:22,1,1,3,6.246,6.246,40.787,1,7,30.44,30.44,32.601,1,7,32.367,33.919,37.006,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2,2,,4,7,Non-moral - Good - No mental states,T-N-G-No|N-G-No-Time1|G-N-G-No|N-G-No-Time2|S-N-G-No|N-G-No-Time3,,,,,,,,26.17219543,-97.98120117,-1
R_r2TA5aojmmMbKrD,Default Response Set,Anonymous,,,148.74.14.122,0,8/15/2016 14:19,8/15/2016 14:23,1,1,7,85.704,85.704,88.234,1,6,56.835,56.835,58.396,1,7,23.067,23.067,24.707,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2,2,,4,9,Non-moral - Good - No mental states,G-N-G-No|N-G-No-Time1|T-N-G-No|N-G-No-Time2|S-N-G-No|N-G-No-Time3,,,,,,,,41.36180115,-74.1187973,-1
R_3DpdTezRGIeGpax,Default Response Set,Anonymous,,,174.109.71.133,0,8/15/2016 14:20,8/15/2016 14:23,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,52.227,62.566,64.388,2,5,39.184,39.184,41.058,1,5,35.006,35.006,38.352,1,,53,2,5,,2,6,Moral - Bad - Mental states,,,,,,,,S-M-B-Ms|M-B-Ms-Time1|T-M-B-Ms|M-B-Ms-Time2|G-M-B-Ms|M-B-Ms-Time3,35.71139526,-78.88619995,-1
R_CkvnEDHHLUQwP8l,Default Response Set,Anonymous,,,208.54.4.156,0,8/15/2016 14:19,8/15/2016 14:24,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,92.43,92.43,93.372,1,3,60.433,60.433,63.516,1,7,45.496,45.496,48.945,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2,3,,5,5,Non-moral - Bad - Mental states,,,,G-N-B-Ms|N-B-Ms-Time1|S-N-B-Ms|N-B-Ms-Time2|T-N-B-Ms|Q90,,,,,34.05439758,-118.2440033,-1
R_1jiIPEl2jsvtzUp,Default Response Set,Anonymous,,,174.22.225.2,0,8/15/2016 14:22,8/15/2016 14:24,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.297,37.462,38.295,5,3,19.368,19.572,20.622,2,7,17.505,17.947,19.345,2,,24,1,5,,2,8,Moral - Bad - Mental states,,,,,,,,G-M-B-Ms|M-B-Ms-Time1|T-M-B-Ms|M-B-Ms-Time2|S-M-B-Ms|M-B-Ms-Time3,33.43569946,-111.917099,-1
R_24uD5VTANXSTmDq,Default Response Set,Anonymous,,,98.122.7.95,0,8/15/2016 14:22,8/15/2016 14:24,1,1,,,,,,,,,,,,,,,,2,7.13,30.972,31.744,5,2,2.558,16.633,17.512,6,3,16.083,21.352,23.655,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2,5,,4,7,Non-moral - Bad - No mental states,,T-N-B-No|N-B-No-Time1|G-N-B-No|N-B-No-Time2|S-N-B-No|N-B-No-Time3,,,,,,,33.88079834,-80.35359955,-1
R_1r05hfneJzFzxxm,Default Response Set,Anonymous,,,66.97.144.2,0,8/15/2016 14:21,8/15/2016 14:24,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,36.619,36.619,37.739,1,7,65.638,65.638,66.647,1,7,30.786,30.786,31.897,1,,,,,,,,,,,,,,,,,38,1,5,,5,7,Moral - Good - Mental states,,,,,,,T-M-G-Ms|M-G-Ms-Time1|G-M-G-Ms|M-G-Ms-Time2|S-M-G-Ms|M-G-Ms-Time3,,32.74490356,-96.79669952,-1
R_2B2ryZlvYw7uCd9,Default Response Set,Anonymous,,,98.118.241.204,0,8/15/2016 14:21,8/15/2016 14:24,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3.077,49.568,50.296,3,7,2.807,58.303,59.111,4,7,3.576,23.656,25.224,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2,5,,2,7,Non-moral - Good - Mental states,,,S-N-G-Ms|N-G-Ms-Time1|G-N-G-Ms|N-G-Ms-Time2|T-N-G-Ms|N-G-Ms-Time3,,,,,,38.32049561,-77.41130066,-1
R_33qbeBhiDR7ibod,Default Response Set,Anonymous,,,75.133.61.244,0,8/15/2016 14:22,8/15/2016 14:24,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25.9,25.9,26.786,1,2,18.444,18.444,19.353,1,1,14.396,14.396,19.473,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,5,,4,8,Moral - Bad - No mental states,,,,,,S-M-B-No|M-B-No-Time1|T-M-B-No|M-B-No-Time2|G-M-B-No|M-B-No-Time3,,,44.71429443,-84.67169952,-1
R_2cutCxP60LhHrev,Default Response Set,Anonymous,,,68.55.102.92,0,8/15/2016 14:24,8/15/2016 14:24,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.18,3.378,6.182,2,2,1.631,1.631,2.675,1,5,1.59,1.59,2.851,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1,1,,2,7,Non-moral - Good - Mental states,,,T-N-G-Ms|N-G-Ms-Time1|G-N-G-Ms|N-G-Ms-Time2|S-N-G-Ms|N-G-Ms-Time3,,,,,,42.55599976,-83.11779785,-1
R_2491GQDPtEEgBzX,Default Response Set,Anonymous,,,104.33.105.103,0,8/15/2016 14:20,8/15/2016 14:24,1,1,7,126.555,127.223,128.423,2,5,102.203,102.203,103.521,1,4,5.498,11.479,11.795,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,5,,5,4,Non-moral - Good - No mental states,T-N-G-No|N-G-No-Time1|G-N-G-No|N-G-No-Time2|S-N-G-No|N-G-No-Time3,,,,,,,,34.25720215,-118.4194946,-1
R_2P7s08oyXejnCm0,Default Response Set,Anonymous,,,104.229.227.88,0,8/15/2016 14:23,8/15/2016 14:25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.769,25.317,26.249,2,1,18.471,18.995,20.055,2,1,15.289,15.752,16.482,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2,5,,4,8,Moral - Bad - No mental states,,,,,,T-M-B-No|M-B-No-Time1|S-M-B-No|M-B-No-Time2|G-M-B-No|M-B-No-Time3,,,43.97860718,-75.90039825,-1
R_24vdXJ7rXVwxszo,Default Response Set,Anonymous,,,108.199.121.106,0,8/15/2016 14:23,8/15/2016 14:25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22.494,22.494,23.089,1,1,18.111,18.111,21.698,1,2,19.408,19.408,20.807,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,5,,4,5,Moral - Bad - No mental states,,,,,,T-M-B-No|M-B-No-Time1|S-M-B-No|M-B-No-Time2|G-M-B-No|M-B-No-Time3,,,35.11329651,-89.90209961,-1
R_bwQuoHq5Z86gAFP,Default Response Set,Anonymous,,,68.57.5.46,0,8/15/2016 14:23,8/15/2016 14:25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,40.37,40.37,41.864,1,7,35.439,35.439,36.563,1,7,30.415,30.415,31.799,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,5,,2,7,Non-moral - Good - Mental states,,,T-N-G-Ms|N-G-Ms-Time1|S-N-G-Ms|N-G-Ms-Time2|G-N-G-Ms|N-G-Ms-Time3,,,,,,35.42390442,-84.66809845,-1
R_1OPPy7sY3Bev88X,Default Response Set,Anonymous,,,98.79.92.194,0,8/15/2016 14:24,8/15/2016 14:25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,28.636,28.636,29.569,1,7,21.437,21.437,22.37,1,6,14.968,15.568,16.722,2,,,,,,,,,,,,,,,,,31,1,5,,4,6,Moral - Good - Mental states,,,,,,,S-M-G-Ms|M-G-Ms-Time1|T-M-G-Ms|M-G-Ms-Time2|G-M-G-Ms|M-G-Ms-Time3,,29.68649292,-81.69529724,-1
R_1GE9vrxqkD9BBnp,Default Response Set,Anonymous,,,99.24.150.159,0,8/15/2016 14:23,8/15/2016 14:25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,43.812,43.812,44.875,1,5,25.06,25.06,26.214,1,4,31.244,31.244,32.365,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,1,5,,4,8,Moral - Good - No mental states,,,,,G-M-G-No|M-G-No-Time1|S-M-G-No|M-G-No-Time2|T-M-G-No|M-G-No-Time3,,,,30.79969788,-86.97480011,-1
R_1pmal5Pw7iys7ir,Default Response Set,Anonymous,,,13.84.230.161,0,8/15/2016 14:24,8/15/2016 14:25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,18.971,18.971,20.376,1,6,2.886,2.886,3.733,1,5,0.49,2.96,4.281,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,5,,5,5,Non-moral - Bad - Mental states,,,,S-N-B-Ms|N-B-Ms-Time1|G-N-B-Ms|N-B-Ms-Time2|T-N-B-Ms|Q90,,,,,29.42410278,-98.49359894,-1
R_3Kp22C4MKi1uAiF,Default Response Set,Anonymous,,,68.143.110.197,0,8/15/2016 14:24,8/15/2016 14:25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,20.672,42.247,43.588,7,7,4.071,17.581,19.125,7,6,15.319,19.359,20.28,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,3,,5,6,Non-moral - Bad - Mental states,,,,S-N-B-Ms|N-B-Ms-Time1|T-N-B-Ms|N-B-Ms-Time2|G-N-B-Ms|Q90,,,,,37.084198,-94.51329803,-1
R_2ZQPvC20OpB2qy7,Default Response Set,Anonymous,,,50.90.238.64,0,8/15/2016 14:22,8/15/2016 14:25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5.598,34.563,35.817,3,7,51.314,79.117,81.514,3,7,5.659,32.771,34.507,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1,1,,2,8,Non-moral - Bad - Mental states,,,,T-N-B-Ms|N-B-Ms-Time1|G-N-B-Ms|N-B-Ms-Time2|S-N-B-Ms|Q90,,,,,39.7901001,-86.2098999,-1
R_1QaoDDctgqpgM49,Default Response Set,Anonymous,,,72.10.110.109,0,8/15/2016 14:23,8/15/2016 14:25,1,1,6,21.607,21.607,23.558,1,5,38.516,38.516,40.418,1,6,25.111,25.111,26.414,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2,5,,6,4,Non-moral - Good - No mental states,T-N-G-No|N-G-No-Time1|G-N-G-No|N-G-No-Time2|S-N-G-No|N-G-No-Time3,,,,,,,,41.77760315,-72.62139893,-1
R_3ENg8FpPnmUeH5b,Default Response Set,Anonymous,,,67.213.218.72,0,8/15/2016 14:23,8/15/2016 14:25,1,1,,,,,,,,,,,,,,,,1,28.549,28.549,30.14,1,1,20.288,22.306,23.003,3,4,20.417,21.833,22.825,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,2,5,,5,7,Non-moral - Bad - No mental states,,G-N-B-No|N-B-No-Time1|T-N-B-No|N-B-No-Time2|S-N-B-No|N-B-No-Time3,,,,,,,41.69290161,-111.8146973,-1
R_DMeGhO2cnt4CqQx,Default Response Set,Anonymous,,,73.187.221.153,0,8/15/2016 14:25,8/15/2016 14:26,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9.175,9.603,10.485,2,6,3.753,4.778,6.371,2,4,2.354,4.63,5.153,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2,5,,5,6,Moral - Good - No mental states,,,,,S-M-G-No|M-G-No-Time1|T-M-G-No|M-G-No-Time2|G-M-G-No|M-G-No-Time3,,,,40.07539368,-76.31890106,-1
R_3fqmhl6qPbzk1wr,Default Response Set,Anonymous,,,107.184.18.8,0,8/15/2016 14:24,8/15/2016 14:26,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,36.559,36.559,38.025,1,7,26.176,26.176,27.65,1,7,21.402,21.402,24.628,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2,3,,5,8,Non-moral - Good - Mental states,,,S-N-G-Ms|N-G-Ms-Time1|T-N-G-Ms|N-G-Ms-Time2|G-N-G-Ms|N-G-Ms-Time3,,,,,,33.67460632,-118.0085983,-1
R_2an9nb8e9ZR7phG,Default Response Set,Anonymous,,,190.233.234.82,0,8/15/2016 14:24,8/15/2016 14:26,1,1,6,1.171,31.447,32.142,2,6,20.725,20.725,21.773,1,6,20.781,20.781,21.846,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,2,,5,7,Non-moral - Good - No mental states,T-N-G-No|N-G-No-Time1|S-N-G-No|N-G-No-Time2|G-N-G-No|N-G-No-Time3,,,,,,,,-12.05000305,-77.05000305,-1
R_1pyerniVenJdPBi,Default Response Set,Anonymous,,,24.73.36.137,0,8/15/2016 14:25,8/15/2016 14:26,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,19.284,19.284,20.29,1,7,12.39,12.39,13.314,1,6,16.66,18.284,20.482,2,,,,,,,,,,,,,,,,,32,1,5,,4,7,Moral - Good - Mental states,,,,,,,T-M-G-Ms|M-G-Ms-Time1|S-M-G-Ms|M-G-Ms-Time2|G-M-G-Ms|M-G-Ms-Time3,,28.09860229,-82.68599701,-1
R_UnDYInzXEQ9CL0R,Default Response Set,Anonymous,,,50.176.190.8,0,8/15/2016 14:24,8/15/2016 14:26,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,34.391,34.391,36.328,1,7,29.399,29.399,30.598,1,7,22.923,22.923,24.131,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2,5,,4,7,Non-moral - Good - Mental states,,,S-N-G-Ms|N-G-Ms-Time1|T-N-G-Ms|N-G-Ms-Time2|G-N-G-Ms|N-G-Ms-Time3,,,,,,42.33659363,-71.07260132,-1
R_pzKXmUul8BOAsZX,Default Response Set,Anonymous,,,74.202.191.42,0,8/15/2016 14:25,8/15/2016 14:26,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,24.415,26.522,27.367,2,1,4.553,6.749,7.97,2,5,4.28,6.396,7.786,2,,20,2,2,,4,5,Moral - Bad - Mental states,,,,,,,,T-M-B-Ms|M-B-Ms-Time1|G-M-B-Ms|M-B-Ms-Time2|S-M-B-Ms|M-B-Ms-Time3,33.44839478,-112.0739975,-1
R_3gZoFwCK7AM8vPa,Default Response Set,Anonymous,,,107.192.67.53,0,8/15/2016 14:21,8/15/2016 14:26,1,1,7,50.634,50.634,52.396,1,6,52.31,52.31,54.057,1,5,39.914,39.914,41.44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,1,5,,4,5,Non-moral - Good - No mental states,T-N-G-No|N-G-No-Time1|S-N-G-No|N-G-No-Time2|G-N-G-No|N-G-No-Time3,,,,,,,,26.58839417,-80.20780182,-1
R_3qCkW0AkghBk5dL,Default Response Set,Anonymous,,,68.108.68.86,0,8/15/2016 14:25,8/15/2016 14:26,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,24.712,24.712,26.14,1,6,14.302,14.302,15.71,1,6,14.645,14.645,16.862,1,,,,,,,,,,,,,,,,,25,1,5,,2,6,Moral - Good - Mental states,,,,,,,S-M-G-Ms|M-G-Ms-Time1|G-M-G-Ms|M-G-Ms-Time2|T-M-G-Ms|M-G-Ms-Time3,,36.28770447,-115.2867966,-1
R_1K7KqWRTbzs8xSh,Default Response Set,Anonymous,,,67.78.194.179,0,8/15/2016 14:24,8/15/2016 14:26,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.746,24.403,25.938,7,1,2.541,23.557,25.214,3,2,18.775,20.574,24.246,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2,5,,5,5,Moral - Bad - No mental states,,,,,,T-M-B-No|M-B-No-Time1|S-M-B-No|M-B-No-Time2|G-M-B-No|M-B-No-Time3,,,27.77229309,-82.63410187,-1
R_4SZLJNe1nxDUbdL,Default Response Set,Anonymous,,,50.148.98.70,0,8/15/2016 14:23,8/15/2016 14:26,1,1,,,,,,,,,,,,,,,,3,41.188,41.188,42.587,1,3,28.645,28.645,30.405,1,7,26.555,26.555,28.267,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,2,5,,5,7,Non-moral - Bad - No mental states,,S-N-B-No|N-B-No-Time1|T-N-B-No|N-B-No-Time2|G-N-B-No|N-B-No-Time3,,,,,,,42.12860107,-87.92369843,-1
R_vjjj9Ghxmh7A6Bj,Default Response Set,Anonymous,,,70.95.116.106,0,8/15/2016 14:24,8/15/2016 14:26,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,40.3,40.3,42.697,1,6,32.289,32.289,34.01,1,6,14.21,14.21,15.713,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,2,5,,8,3,Moral - Good - No mental states,,,,,G-M-G-No|M-G-No-Time1|T-M-G-No|M-G-No-Time2|S-M-G-No|M-G-No-Time3,,,,32.82150269,-117.0843964,-1
